review,sentiment
"I've been trying to track down this film just by googling bad phrases about ""teenagers seduce and kill man in his house"" and such. I think I first saw parts of this film when I was about 10 years old when it was running on cable. It made quite an impression! It's the kind of film that kids know they shouldn't be watching, and switch the channel when their parents come in. When I saw who the cast was, I couldn't believe that some of these good actors were in such a horrible movie. Then again, if you like to see men who cheat on their wives get murdered, then this is an interesting film. Also, if I recall, there's some pretty interesting pseudo-lesbian moments. Probably the dumbest ending of all time, but still...memorable.",0
"After watching Avalon (which was decent only because of the very nice digital fx), and several anime films written by Oshii, including Jin-Roh (which is fantastic) I decided I should check out the Oshii cinema trilogy box set. Being that the Red Spectacles and Stray Dog are related, I will comment here on both. And let me tell you, it was one of the biggest wastes of money I have spent in a while. I first watched Stray Dogs and then The Red Spectacles. I am sad to say that these films are quite possibly the most boring two movies I have ever seen. For only about 10 minutes in each film do you get to see some action between the the characters, who are only dressed in the ""Panzer Cop"" outfits for a few fleeting scenes. The rest of the time you will see some very drawn out scenes filled with boring dialogue in some less than impressive locations. I really don't understand the motivation behind these two films at all. I love the Wolf Brigade outfits and the idea behind the plot, but the films themselves leave much to be desired. I would suggest NOT watching these films, and certainly do not buy the box set like I did, unless you enjoy wasting money. Oh, and if you are wondering what I think about the 3rd movie in the set, Talking Head, I couldn't even bring myself to watch it before I purged the box set from my DVD collection via eBay at a $20 loss. If you want cool Japanese live action, check out Returner, or Ichii the Killer or the Zeiram series.",0
"In the opening scene of ""Malta Story"" Mr A.Guinness bore such a startling resemblance to Noel Coward that I fully expected his first words to be ""Certain women need striking regularly - like gongs"" or some such world - weary bon mot.Unfortunately his dialogue is hardly deathless prose and even the Master would have had trouble bringing it to life.Indeed Mr Guinness wanders through the picture as if looking for a focal point and failing to find one.And therein lies the fatal weakness of the whole movie.Mr J.Hawkins likewise gives up early on and ends up giving a ""Jack Hawkins"" performance without an ounce of individuality.It could have been spliced from any of a dozen British war movies.Many of the early fifties usual suspects turn up and do their schtick to very little purpose. The Luftwaffe failed to bomb Malta into submission in much the same way as it failed to bring London to its knees.The courage of the Maltese people in the face of incessant danger was recognised by the King and the island was awarded the George Cross.A worthy subject you might think for a movie,but ""Malta Story"" does not even qualify for the term ""worthy"" in its most patronising sense.It gives the appearance of being hastily cobbled together to meet a deadline,perhaps before the actors lost the will to live.",0
"Legend of Zu is possibly the most exciting movie ive seen in recent years. It transcends all expectations and is truly a work of art. With unmatched visual sceneries and story of divine proportions, Legend of Zu proceeds to blow over its viewers with its majesty. This movie is wonderously crafted through the use of high tech cgi which allows fans of the fantasy genre to see their visions come to life. The acting is perfect for this type of movie; if you were an immortal with supernatural powers I would think you'd keep more to yourself.<br /><br />Unlike the comments of many, the plot is actually quite EASY to follow while maintaining a quick pace that adds a sense of urgency. Anyone that cannot keep track of the different characters simply must not be paying attention since or are used to such levels of sophistication as the titanic. The plot is engaging and layered with themes so epic that they will leave you gasping for air. Legend of Zu is on a level of greatness so high that perhaps many people are put off by its grandeur. Allow yourself to be completely engulfed within its fantastical vision and you will grow to love this movie.",1
"Unlike some comments, mine is positive. This movie wraps around the dinner table with a group of friends, some you like, some you don't. A few are related--mother, daughter, son. Their stories are not one smooth, happy with everyone and everything, type of life--much like real life. Some story lines do not evolve, they just happen. But like true families and good friends, they stick together. The wanna-be parents who are buying a baby are such a--holes! You are happy for the ending. Poor Delmar is stuck between a rock and a boulder taking care of herself, her mom, her son, and trying to keep all their lives together. This does not end with a sunset walk or house in the 'burbs and all are living in a dream world, but is a very real life portrayal of people living day to day, month to month. Overall, this is a good story and a great movie!!",1
"I had great expectations surrounding this movie (not as it was an apocalypse now or an 8 1/2, but high enough), and when i saw it on cable, they were all shattered. Starting by the acting (poor,almost mediocre, an astonishing waste of good actors and talent) and the story itself: Since when does a 5 men squad go out on patrol on a supposed «hot» zone???To suicide??That´s one big mistake, that costs the film dearly. Very good actors do very poor acting here, like Sean Penn, that recently repeated the irritating way of talking on «I am Sam», and Michael J. Fox, that wastes a good opportunity to beat Charlie Sheen on «Platoon», performing just «average». But the most irritating character was Diaz (played by John Leguizamo, another stupid waste of fine talent by the director), that was a cheesy,scared and insecure kind of person, even more irritating that Jar Jar Binks (yes,you heard it). The battle sequences are average, the only one that really stands out is the opening sequence, with Michael J. Fox trapped by his feet on a VC tunnel.Mr. de Palma has a weak work here, and if it wasn´t for films like «Scarface» and «The Untouchables» (these ones excellent films), i would consider him a «bluff» director: too much publicity, bad filming.<br /><br />3/10",0
"For one thing, he produced this movie. It has the feel of later movies with international casts that are dubbed. The opening credits tell us it was filmed in Vienna.<br /><br />Bey was a delight in the Universal adventure movies of the 1940s. He was also superb in a movie I saw maybe ten years ago but have never heard of since: ""The Amazing Mr. X."" Maybe it was Dr. X. I remember it as a thrilling and frightening movie.<br /><br />This one is pretty wooden, unfortunately. The plot isn't easy to follow. When I got the hang of it, I was disappointed anyway.<br /><br />Francis Lederer looks great as a concert pianist. He was a very handsome leading man ten or 15 years earlier. He never really caught on as a major star, though he should have.<br /><br />This isn't terrible but it's pretty heavy going.",0
"OK, this movie was cool. I don't think it was the best movie ever made but it sure was fun. My brother and I still act out scenes once in a while, and will occasionally yank the movie out of the cupboard, blow off the dust and pop it in. Enjoyable all the way until the end, but a great concept. This is a movie that one has to just forget criticism all together and just enjoy. Judgment is victory for Robot Jox.",1
"This movie certainly deserves to be placed within the genre of horror, but not for obvious reasons. The horror of ""A Tale Of Two Sisters"" lies not with sudden shocks or large helpings of CGI guts and gore; it is a psychological horror movie which piques the viewer's curiosity from the start and builds a suspenseful aura of mystery and questions throughout. Best of all, the ending does not provide a clear answer, pushing the viewer to analyse what they have seen and make up their own mind about what really took place.<br /><br />Do not be put off by the seemingly slow pace at which the movie begins, and don't expect to be jumping out of your seat immediately. This is not the conventional hack-and-slash movie with orchestral stings designed to make you scared of nothing in particular. ""A Tale Of Two Sisters"" slowly builds an atmosphere of terror, a terror of the unknown and a fear of things which evade explanation until the very end. Even when the final conclusion is revealed, it is not so heavy-handed and obvious as to make the entire film fall neatly into place. The movie requires its viewer to reflect back on what they have seen and to try and square this with the frightening revelation of the final scene. Some things will still be open to interpretation, and this is one of the joys of watching a film such as this.<br /><br />The true fear of ""A Tale Of Two Sisters"" lies not in shocks or conspicuous scares; it is a psychological, gut-wrenching horror that defies convention and expands a genre to proportions hitherto unexplored by the traditional horror film. It is no exaggeration to say that this film stands apart even from the so-called 'Asian Horror' genre. Indeed, it would be a mistake to align ""A Tale Of Two Sisters"" with films like ""Ringu"" and ""The Grudge"". This movie can be understood from a variety of standpoints, some requiring no suspension of credulity, others embracing the supernatural wholeheartedly.<br /><br />Whichever way you choose to interpret this film, it is one that demands an open-minded approach, rewarding viewers regardless of their preconceived notions on Asian cinema or horror in general.",1
"Just a dumb old movie. First Stanwyck's son gets his foot trapped in a really dumb way, and then her husband gets his foot trapped in another really dumb way. In an effort to save him, Stanwyck gets unlucky, yet again, and comes across an escaped convict. She has a chance to kill him but fails in a very dumb way. In the end her husband is saved, and Stanwyck tells us through narration what the dumb message of the movie is. All's well than ends dumb.<br /><br />I could never figure out how an unattractive woman like Stanwyck ever made it as a leading lady in Hollywood's glamour-oriented Golden Era; that nose is so beautiful So photogenic The film is mercifully short, running a little over an hour. It's as though the director sensed that he was making crap, so he thought it best to keep the crap short.",0
"Ok, so it's not a masterpiece like the Godfather, but it doesn't have to be. The only purpose this movie has is to make the viewer laugh several times. If it can make the viewer laugh a bunch of times, it has accomplished its purpose. I laughed out loud and left with a smile. I feel like I got my money's worth.",1
"This is a great movie if viewed in the proper context - It was meant to be a parody of teen-horror-devil-worship movies (and the '80s saw plenty of them)! I saw this movie when it first came out, and instantly liked it. Being a big fan of KISS, it was great to see Gene in the movie. And anything with OZZY as a metal-hating preacher can't be all bad! Also, Fastway was already a favorite of mine, so it was great to hear them on the soundtrack.<br /><br />The original VHS (this was pre-DVD) cover for Trick Or Treat featured an illustration of Sammi kneeling, playing his guitar in a ring of fire with a ""demon"" looking on. It was a special order, and the price for the VHS copy at the time (circa 1987) was $90! I really wanted the movie, but not at that ridiculous price. The 'OZZY-Gene' cover was only created for the $5 re-release. The company releasing it probably figured Gene and OZZY were the only recognizable people in the movie, so they had better put 'em on the cover! Same thing with the original ""Little Shop Of Horrors"" - Jack Nicholson was in it for all of five minutes, but now they have him on the cover as if he were the main star.<br /><br />I have a ""Trick Or Treat"" web site, and it's surprising how many people believe Sammi Curr was a real person! Fastway helped perpetuate that myth by dedicating their soundtrack album to 'Sammi Curr'.<br /><br />All-in-all, it was just a good time, rock-n-roll movie. Definitely not to be taken too seriously, but just enjoyed!",1
"Compared to the recent gore flick HOSTEL, which this movie reminded me a lot of-- I would say that See No Evil is slightly better but not by much. The very complex plot involves a handful of delinquents who are sent to clean up a rundown hotel for a shorter jail sentence. The kids soon end up being killed off by a lumbering religious psychopath who is cleansing them of their sins (I guess). The one thing I dreaded most prior to seeing this was the fact that it stared a WWE wrestler, Kane. He ended up doing a decent job considering he only had 2 one-word lines in the movie. There are a couple fairly gory moments, mainly involving eye-gouging and a quite memorable scene in which a girl gets a cellphone shoved down her throat-- probably the most effective demise in the movie.<br /><br />I can't say that this movie really shows us anything new and is definitely far from great. Can't recommend it.",0
"I'd love to write a little summary of this movie's plot, but...there simply isn't one! If you just take a look at the plot keywords for this title, you pretty much know the entire content of the film: sex, breasts, exploitation, female frontal nudity and women's prison! 80 minutes of pure sleaze and nothing more. ""Escape of the Island Women"" (an alternate title that isn't even listed here) clearly wanted to become another notorious and controversial woman-in-prison classic, but it totally lacks the brutality of one. WIP-flicks are meant to blend graphic sexual images with shocking violence, but the violence here has just been replaced with more sex. Director Erwin Dietrich surely can't compete with specialists in the field, like Jess Franco or Joe D'Amato, and he should have sticked to making ordinary soft-core flicks. The only aspects that slightly look like cult-cinema are the resemblance of the tyrant-president with Fidel Castro and the group-rape of a (minor?) girl by soldiers. The girls are ravishing, though, and the Ibiza filming location looks very enchanting.",0
"What more could anyone want? He's a history lesson, foreign language tutor, NRA representative and ambassador to Burundi dressed in a nice silk frock and heels. I laughed so hard I left a puddle. His woes about puberty, transvestism, public school, and done in several languages made the absolute finest stand-up routine I have ever seen. I think about it now, years later when I see cake (tea and cake or death) and hear something translated into French (the mouse is under the table, the cat is on the chair and the monkey is on the branch. I like his versions of what Jerry Dorsey could have been named before he settled on Englebert Humperdinck. I really hope to see a lot more from this wonderful guy. He has a lot to teach us, and a wonderful way of telling it. Thanks for your time.",1
"Touching and sad movie. Portrays the trials and tribulations of a writer trying to come to terms with paralysis caused by a cycling accident. The film centers on his relationship with his married lover, whom he is often very hostile towards, and his interactions with other accident victims, particularly a black down-and-out and a white-supremacist biker. The film is often humorous, often sad, and always believable. Get out the box of kleenex and watch this on a cosy Sunday afternoon with your partner.",1
"Okay, the only reason I watched this movie is because Krista Allen is in it. Since I admit to watching Days of our lives... I know her as Billie. Oh sure, perhaps there will be a reason to watch this movie.. that would be the soft porn area. They seem to exel at that. And little else. I would hope anyone renting/buying this movie rented it only for the sex scene's. Because if they bought/rented it for anything else, say quality tv, they may die of a heart attack. This movie involves little imagination whatsoever. While I do have a good laugh at it's stupidity, and perhaps I'll buy it myself, I am but a fool. Rent before you buy on this one. 2 out of 10. (note I have yet to give a movie a 1 star. the sensual scene's alone gave itself and up from a 1. if they hadn't a straight 1 in the pot and I want a refund if it hadn't.)",0
"This movie grabbed me with the incredible opening sequence which tricked me into a complete reversal of perspective, so I was hooked by the time the title came on. The theme of this movie is that everyone is acting, trying to re-invent themselves, but not in a tricky way like Identity or the Usual Suspects, but in the way we all try to make whatever banal life we find ourselves in a little more interesting. The scenes in the chicken warehouses are spectacular. At one point Jorgen (who owns the chicken farm) attends a seminar in laughing, where he's the worst student. His discomfort at this lets you see the depth of his yearning to change himself. The movie made me wonder about the hidden mysteries that lie behind the surface of the most commonplace people I see every day. There's not a lot of plot here. Guessing the old man's secret is pretty easy, but the fascination lies in trying to guess what all the other characters will do when they figure it out. This movie appealed to me in the same way that Sideways did, although the characters couldn't be more dissimilar.",1
"On a flight back from London, I watched She's the Man; apparently Air Canada has a crap movie policy. Perhaps that's not the best way to start a review of this movie. Amanda Bynes plays a girl who loves soccer so much that she pretends to be her twin brother to get on a team at a boarding school across town. Even if you check your mind at the door (on a 6 hour flight you have to), the story is implausible and ridiculous. There are some moments of humor, mostly from comedian David Cross as the principle, but the intricate love polygon doesn't really inspire emotion, although is is cleverly mixed (with the caveat of mindless plausibility). The ending is just as ridiculously mindless as the rest. I guess if I was a 12-year-old girl, I might have really enjoyed this one.",0
"Celebrity singers have always had a tough time breaking into the movies (the cinema is littered with failed attempts), and one can go on and on speculating why John Mellencamp never made it big as an actor. Instead of taking small parts in heartfelt projects, Mellencamp dives right in playing the lead in ""Falling From Grace"", which he also directed, and the results are as awkward and unbecoming as that title. Story of a famous singer returning to his hometown in the sticks, opening up old family wounds, boasts a screenplay by Larry McMurtry, but the meandering film goes nowhere slowly. The supporting cast is decent, including Kay Lenz (whom it's always nice to see), Mariel Hemingway and Claude Akins (who share the one really strong scene in the picture). As for John's acting, he doesn't look particularly comfortable, despite apparent efforts to make him look at home; he seems to be ducking the camera most of the time, and he never connects with the audience in an immediate way. *1/2 from ****",0
"Nazarin by the acclaimed surrealist Bunuel is ovbviously an attack on the Catholic Church and its loss of values. It is not a visual film and I think it would have played better on the stage. Bunuel takes us through this man, the nazarene that lives like Christ lived; a true follower i.e. in poverty, and without a care for property and what the next day bringeth. Some might call it a parallel to Christ's story but any follower and practitioner of the word, life should be like Christ in a way. But in essence Bunuel also inquires into the ogle of man's selfishness and need to sin and how goodness may save us all. It is a bold statement to make that may enliven, or recite to memory the movie for some. Truth, be told the Nazarene is also selfish because he gives without wanting in return or asking for it. His selfishness is his folly and the two women who follow him represent the sides of a coin;with the same face on each side. Lots of people represent sides of a coin in this movie, all with both faces the same. But the movie isn't exactly memorable once it ends and one could attack many of its ethical perforations and effusions within the movie's own doctrine. Not top-notch Bunuel but a ""surreal"" dream sequence that bunuel stages whithin where the message of the movie is framed and is worth noting for it shows you the capability of the director, Bunuel.",1
"I really felt cheated after seeing this picture. It felt like I sat watching this movie 101 minutes for nothing. I don't understand what they were thinking when they made this. It hardly gets into Jeffrey Dahmer murdering and it has no ending. It felt almost like they were leaving this movie open for a sequel. It was like watching a television episode of the Sopranos. It ends suddenly, and you know there's going to be another episode next week. It also felt like I just watched part 1 to a two part movie. There are many possibilities for what went wrong here; they got lazy, they ran out of money, they didn't know the rest of the story, they wanted to make a Dahmer 2. After seeing this movie they all sound very accurate. I was watching Jeffrey Dahmer walking through the woods. All of a sudden I hear this music playing, then writing comes on the screen and says how Dahmer served 2 years of his sentence and was attacked by a fellow inmate and killed at the age of 34. Wow, he goes from a walk in the woods to his death in jail. How about showing how he got there. How about showing Dahmer's trial. How about showing some more detail. I can't even explain what happened in this movie because it jumped all over the place. I actually found myself saying in disbelief, ""That's it, that's the end?"" I want to conclude this review by saying there is still a good Dahmer movie yet to be made. To the filmmakers I'd like to say, if you're going to do it, do it right.",0
"Let's Get Tough is one of those movies that people probably regret years later that they made. Full of awful racist Jap talk and jokes, this East End Kids story details how the kids want to join the military to defeat the Japs. Since they're too young, they decide to clean the town out of those dastardly Japs. They find one, throw fruit at it (without anyone doing anything to stop them) and he pulls a short sword out to menace them! The cops say to stop annoying him! He's only Chinese! He's on our side! When the kids go back to apologize, the Chinese man's dead! It's all part of this huge Jap and German Spy ring! The kids see to it that this is stopped At All Costs! I'm sure all of this was fine when it was made (1942) but viewed now, you realize of course, that this is clearly a product of it's time. Full of stereotypes, German and Japanese. Funny how the East End Kids have a black kid in the group, and he's not spared either. Gee whiz.",0
"really awful... lead actor did OK... the film, plot etc was completely crap and inaccurate it may as well have been a sequel to well... anything it had little or no relevance to Carlitos Way... and should be avoided like the plague by any Carlito's ways fans... no mention of Gail in fact he ends up with some other bird, no mention of Klienfelt, no mention of how he got caught, no mention of how he ended up in jail... they attempted to make it like the original with flash backs at the beginning... but to be honest when rating it I was looking for a zero mark... unfortunately I had to rate it higher...<br /><br />Its a terrible attempt to cash in on what was one of the best films of the 90's... overall it was approximately £6 and 2 hours of my life wasted... for all the ""action"" in it, it was truly boring slow and predictable... again to any Carltio's Way fans avoid this fiasco...",0
"Knowing how old a film is, ought to prepare the viewer for a few things, and, with those things in mind, perhaps the movie'll be more tolerable. So it was when I watched Revolt of the Zombies. The heavy reliance on tedious dialogue and corny movements should be expected, as should the primitiveness (or absence) of special effects in those days. A great deal is asked from the imagination of the onlooker - maybe too much, in this case. And the plot isn't easy to follow: Some zombiefied southeast Asian soldiers in WWI performed very admirably. Although skeptical as to why, if true, the explanation should stay out of the wrong hands, so, off goes a group to archaeologically investigate. The key to long-distance hypnosis is learned by a member of the expedition, who uses it to, among other purposes, temporarily dispense with the beau of the gal for whom he has the hots. To prove his love for her, he gives up his hold on everybody, which he shouldn't have done 'cause, once they're all unzombiefied, many want to kill him so that he'll never control them again. Below average, even with precautionary forethought. Recommended for only the extremely patient.",0
"I looked at this movie with my child eyes, and I wasn't disappointed. The story is well-known, some abandoned orphan has to be brought to his parents by an improbable trio (mamooth - sabertooth tiger and a lazy animal)... And I don't want to forget to mention the incredible small fury animal with his hazenut. This one really made me laugh a lot during the whole picture.<br /><br />Briefly : it works, it is funny and it is a ""must-see"" with your children (they'll like it).",1
"Alain Resnais directs three parallel stories that have to do with fantasy and imagination in the adult world. In one of them is a sort of Operatic bordello story where a rejected architect attempts to manipulate a group of people into throes of happiness--only his attempt misses it's only real target, the woman that he pines after. In the same unfinished château he built, a group of teachers search for love in a more modern story, as one woman believes ineffably in the role of romance and the cynical anthropoligist tries to teach her a lesson by setting her up with the biggest jerk in the group. Meanwhile, a bunch of kids fantasize a George Melies-like adventure of a prince that saves a girl in distress from swamp creatures and then kills the evil king, bringing upon the kingdom of love. The two primary themes? Life is a fairy tale, and Life isn't a fairy tale.<br /><br />Which sounds better than the movie actually is. Resnais is the type of director where oftentimes the concept is good or bad, but the exposition is what matters; here, the concept is great but the movie is downright painful to watch. Horridly off-tune songs, bubbly characters without an ounce of dimension, backdrops of sickening pastel--instead of giving your inner child an ice cream cone, Resnais drowns it in a bucket of cake frosting. Add some French philosophy and you get a weird witches brew, one that doesn't bubble bubble toil and trouble, but just kinda sits wrong in your stomach until you want to regurgitate it.<br /><br />Resnais is a risk-taking director, and even in his worst you can see he's trying something that might not work with full clarity of action. In I Want to Go Home, he manages to pull past annoying characters and ditzy set-pieces by showing some real change and having a moment few moments of quiet to catch his breath. Here he submerges directly into a fantasy that doesn't really reflect fantasy, only its baby's room wallpaper reference. The biggest problem is that he somehow managed to make a movie more flamboyant than an 80s pop video, and more kitsch than Golden Era Hollywood musicals. The fantasies are beyond childish and naive, but the movie (with nudity and profanity) is definitely aimed for adults, a target he decidedly missed.<br /><br />However, he sticks closely to his theme and never backpedals. If anything, this movie is impressive simply because its unapologetic.<br /><br />--PolarisDiB",0
"After seeing Forever Hollywood, it would be natural to want to see a John Waters film. At least, one get to say that they have joined the legions of cinema cognoscenti who have experienced the unique cinematic stylings of perhaps the best known non-mainstream director. It's worth the effort, and PF is a lot better than Eraserhead,and there is a certain campiness about his films which his followers find addicting.",0
"Being a genre film fan, a child of the 80's AND a fan of hard rock music...this movie holds a special place in my heart. It has everything you could want in a supernatural movie: action, great special effects (for 1986) and a guitar wailing glam- rock soundtrack. It certainly was THE movie for all the heavy metal fans at the time. I didn't see this at the cinema because it was never released theatrically over here...but it's popularity on video during the mid to late eighties secured it's cult status and eventually led to a (sadly, mediocre) DVD release in 2002. If you're not a fan of creepy movies or rock music then this probably isn't your cup of tea...but, trust me, there are worse films of this type out there...and, despite average acting and some outrageously ridiculous situations, Trick or Treat is most definitely a wailing riff above the usual horror fare. You'll never look at your stereo the same way again. Or should I say MP3 player?<br /><br />TRICK OR TREAT TRIVIA- Marc Price (Eddie) played geeky Skippy Handelman on the popular long running comedy sitcom 'Family Ties.' After a string of direct to video flops including, 'Little Devils''Killer Tomatoes eat France' and 'The Rescue' he gave up on acting to pursue a career in stand-up comedy. Recently, he has been considering a TV comeback.<br /><br />Glen Morgan (Roger) is now a major Hollywood producer/ screenwriter. He has written and produced several major films and TV series, including: 'Space: Above and Beyond''The X-Files''Final Destination''Jet Li's The One''Willard' and most recently 'Final Destination 3'.<br /><br />Tony Fields (Sammi) started his performing career as a dancer on the TV series 'Solid Gold'. He appeared in several low budget films and TV shows before landing his breakout role as the devilish Sammi Curr in 'Trick or Treat'. Sadly, Tony passed away on February 27th 1995 of AIDS related cancer.<br /><br />Doug Savant (Tim) is probably best remembered for his pioneering role of homosexual twentysomething Matt Fielding on the popular sitcom 'Melrose Place'. Since then he has had a long and varied acting career, appearing in such films and TV series as: 'The One''Godzilla''CSI: Crime Scene Investigation' and the short lived Joss Whedon sci-fi series 'Firefly'. Currently he can be seen as Tom Scavo on the smash hit series 'Desperate Housewives'.",1
"This is possibly the most perfect film I have ever seen - in acting, adaptation and direction. It is self-contained and of a kind, so there is no point in saying that it is better or worse than other great films, just that it can stand by itself as a perfect work of art.<br /><br />And it was fun watching confused horror fans getting up and walking out!",1
"I have just written a comment to ""ACES HIGH"" (1976) and that remind me of this film which I watched as kid when it was released; since then I have watched it only once and that was more than enough. As Kevin well says ""it is a complete waste of time"". Apart from the dog-fights which are nicely done the rest is a sequence of badly patched scenes with actors struggling with a lousy script and equally lousy direction. I do not remember the silly German accents mentioned by Kevin in his comment, but that is another pathetic mistake; if Corman tried to make more convincing the characterization of the German pilots why didn't he use German actors or have those parts dubbed? On the other hand is good example of the appalling Hollywood-style of film-making with their ""villains"" so clearly identifiable, not only by their cruel actions but also by their grotesque accents.<br /><br />Talking about ""cruel actions"" the ridiculous scene were Lieutenant Hermann Goering murders English nurses during an attack on an airbase is an absolutely disgusting piece of propaganda done with ""historical hindsight"". If you want to a see a factual, moving, very well acted and directed film about the air war during WWI watch ""ACES HIGH"" (1976) or that wonderful classic ""THE DAWN PATROL"" (1938) you shall not be disappointed.",0
"This movie was horrid and at the end made me wonder why someone went to the trouble to make it. Now it was not all bad, I have studied film and this film was put together very nicely and had very good cinematic everything with interesting angles to very nice lighting and excellent camera work. I wish I could have seen it back in school because it would have made a good film to write a paper on. BUT........ Since I have graduated and lost most of my film pretentiousness I have realized that a film should be entertaining above all, this movie was long and boring and I'm not sure when it finally got to the point that it was worth my time.<br /><br />",0
"The genre of suspense films really takes a dive in this one. The big problem is IMPLAUSABILITY. I realize that you need to create difficult situations which would cause suspense and the tense feeling of whats going to happen next, but this movie was so predictable, and is just not believable. I find that the more I watch this kind of movie, the more I am continually saying things to actors to direct them away from danger. Continually making bad decisions just borders on being plain stupid. If they took the time to make it more realistic, I might have enjoyed it a little. Having said that, you might be better off staying away from this one.",0
James Franco is totally cool in this movie. Not just handsome and charismatic but genuinely open and vulnerable in a sincere kind of way. At the Tristan screening some folks were on his back for being pouty and sullen and doing the whole James Dean thing but I don't think this true. Blind Spot is proof positive of his tremendous talent. In this film he carries himself with a different sort of weight entirely. It's a unique performance. Bittersweet and really moving. The lines from his journal cut you like a knife. You sense a sharp intelligence of observation behind his words. The tone is everything. He carries it through the action and suspense as well as the grim bits of gallows humor. I like the other two actors a great deal too. The blonde girl is totally gorgeous and the man is hysterical in his twisted tough guy stoicism. Some of the thugs seemed a little sketchy but this is a mini-point really. The film is totally solid and Franco is way cool all around.,1
"Yeah, what did I expect? I thought this would be a film about young adults at their turning-point in life, something like ""Sonnenallee"" or ""American Pie"", which I liked a lot. I wanted to see a funny film, perhaps with an ironic look on idyllic Wuerzburg. And what did I get?<br /><br />Attention, spoilers ahead!<br /><br />This film starts with a lengthy dialogue which gives you a good hint of what will inevitably follow: more lengthy dialogues. Sometimes I thought Moritz Bleibtreu might have forgotten his text and trying to hide that fact by improvising and just repeating what he was saying before. But as I think of Bleibtreu as one of the better german actors, I believe that this effect really was intended. I think the author wanted to show how boring talking to close friends can be - especially when they are stoned. But really, I don't need cinema to be bored by stoned friends' talk. Boring dialogues make up most of this film.<br /><br />But okay, that's one thing. I can cope with that, I have seen nice films with abominable dialogues, just think of Schwarzenegger's life's work. But the next thing is that characters are cheap and flat and that the storyline is as foreseeable as anything. Just one example (SPOILER!!): Why, do you think, does someone take a garden hose to his hemp-plants deep in the forest? To water them? Of course not, usually you don't find water-pipes deep in forests, do you? The only reason this water-hose is there is that a hunter who happens to come by while the two protagonists are harvesting their dope can be drugged, maltreated and finally filled up with three bottles of Jaegermeister. I truly hated this scene, because it's really violent. Usually, I don't mind violence in films - slapstick-comedies are full of it. But in that sort of comedy there is a silent agreement between the film and you that people don't get hurt if they fall on their faces or get beaten with chairs or things like that. But if that happens in a film which is otherwise realistic enough, slapstick-scenes also seem real. In this particular scene in ""Lammbock"" I really thought that this hunter must be badly injured, if not dead - the final scene really invoked in me the impression that he is left to die there, totally filled up with more booze anyone could handle. And the protagonists just walk away. It would have been otherwise if the author had consistently followed one style; the scene could have been quite funny.<br /><br />Talking about being consistently - that's what I missed most about this film. The whole film seems to be a listing of small episodes that came to the author's mind. Things just happen without a apparent reason - yeah, I know, that's life, but that's not cinema, because cinema is meant to tell a story, not to show boring episodes without any significance. I found myself asking ""Where's the point?"" all the time. Characters besides the two main ones are not elaborated, you never get to know why the protagonist's sister wants to sleep with his best friend Kai, in fact, she tells you but I could not buy it, not at all. I think she just was there to give Kai an opportunity to act this childish AIDS-test sketch, which you sure have seen a thousand times before, and mostly better. The protagonist's girlfriend you meet once, then she leaves Germany (what you don't even see and the guy doesn't seem to care) and finally it is mentioned in one sentence that she has met someone else in America and splits up with the protagonist. It seemed to me that the author wanted to tie up a few loose ends. He actually didn't, you never really get to know what's so bad about studying law, being daddy's son (daddy fixes everything in the end and serves coffee in the middle of the night, which to my mind made him one of the nicer characters in the whole film) and living in beautiful Wuerzburg. Even the dinner with daddy's layer-friend, which maybe was intended to show how horrible it is to have to live up to dad's expectations, seemed flat, just another nice dinner with the family's friends (except for the trip the guy is on later, but I think showing that eating dope before you dine with parents isn't healthy was not the point of this scene, if there was any). I have experienced far worse dinners in my life than this one and still finished my exams. I couldn't understand one single character in the whole film, they just seemed flat and implausible.<br /><br />All this made it a not-so-good film, but not one I wouldn't watch again on television. It really had a few good scenes (most of them were not new, though, like the one with the nice and understanding policemen), some were really funny, some dialogues were nice and I like Bleibtreu's play, although he repeated his well-known stereotypes again this time. Not good, not abominable, that's what I thought after the film was half over.<br /><br />But then came this incest scene and this I really found repulsive. Incest simply isn't funny. I don't even know if this was intended to be funny, some people in the audience laughed, so it could have been meant this way. This scene spoiled the whole film for me, I couldn't feel sympathy for the protagonist any more - I can't feel sympathy for anyone who f**** a helpless person, to me, this is rape and rape isn't funny. So it might have been a hint of drama or so, but the incest is never again mentioned (although we thought this could have been one reason for the protagonist to leave Germany in the end, but as it is never mentioned again, we don't know.), it is even totally unnecessary. I almost expected the sister to become pregnant in the end, which would just have added the finishing touch to this tasteless story, but not even this final cliche is fulfilled, just as nothing is really solved or thought through to the end in this film. It isn't really funny, it isn't really a drama, it isn't at all a road movie a la Tarantino despite desperate tries on violence, it is definitely not enjoyable.<br /><br />Skip this film. Watch ""Final Fantasy"", that's also bad, but at least with beautiful pictures and not that tasteless.",0
